,PA01H:PM25,RN6:PM25,RUR_N:PM25,RUR-SE:PM25,GON:PM25,RUR_S:PM25,BP_EST:PM25,VITRY:PM25,A1:PM25,AUT:PM25,GEN:PM25,RAMBO:PM25,BOB:PM25,OBJECTID
,PARIS 1er Les Halles,Route Nationale 6 - MELUN,Zone rurale Nord - Saint-Martin-du-Tertre,Zone rurale Sud-Est - Forêt de Fontainebleau,GONESSE,Zone Rurale Sud - Bois Herpin,Boulevard Périphérique Est,VITRY-SUR-SEINE,Autoroute A1 - Saint-Denis,Boulevard Péripherique Auteuil,GENNEVILLIERS,Rambouillet,BOBIGNY,0
,PA01H,RN6,RUR_N,RUR-SE,GON,RUR_S,BP_EST,VITRY,A1,AUT,GEN,RAMBO,BOB,1
,"PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules",2
,PM25,PM25,PM25,PM25,PM25,PM25,PM25,PM25,PM25,PM25,PM25,PM25,PM25,3
,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,4
2020/03/31 19:00:00+00,7.800000,17.200000,15.900000,10.600000,18.600000,9.800000,8.200000,8,14.600000,14.700000,16.100000,5.300000,15.100000,2183
2020/03/31 20:00:00+00,17.100000,18.800000,16.500000,10.500000,19,17.900000,21.300000,22.400000,19.200000,20,22.600000,11,23,2184
2020/03/31 21:00:00+00,20.700000,12.700000,20.500000,10.300000,19.300000,12.900000,20.200000,25.400000,21.200000,19.800000,23.700000,23,19.100000,2185
2020/03/31 22:00:00+00,21.300000,16,21.400000,10.800000,24,14.700000,21.400000,23.700000,23.100000,20.100000,24.300000,18.600000,19.200000,2186
2020/03/31 23:00:00+00,19.600000,17.200000,20.200000,9.100000,16.200000,18.700000,19.700000,18.400000,16.200000,17.900000,21.100000,16.900000,20.100000,2187
2020/04/01 00:00:00+00,18.800000,15.600000,22.400000,12.200000,20.100000,21.300000,16.100000,16.300000,12.300000,12.900000,19.400000,20.600000,27.100000,2188
2020/04/01 01:00:00+00,16.600000,18.100000,17.800000,11.100000,15.500000,21.600000,18.400000,18.100000,12.500000,15.200000,18.200000,17.600000,16,2189
2020/04/01 02:00:00+00,16.800000,19,18.600000,13.400000,14.300000,18,13.700000,14.200000,14.900000,16.300000,17.400000,19.400000,19,2190
2020/04/01 03:00:00+00,17.500000,13.800000,19.300000,16.400000,13.800000,19.400000,17.100000,,15.800000,8.100000,18.200000,15.500000,17.100000,2191
2020/04/01 04:00:00+00,16,15.100000,17.900000,7.200000,17.400000,20.500000,23.600000,19.400000,17.600000,18,19.300000,18.800000,19.600000,2192
2020/04/01 05:00:00+00,16.900000,9.500000,16.300000,10.100000,22.900000,17.300000,15.500000,17.400000,16.800000,18.900000,19.100000,18,17.200000,2193
2020/04/01 06:00:00+00,18.800000,11.600000,18.400000,7.200000,17.700000,18.600000,20.500000,18.500000,18.300000,23.500000,19.100000,20.500000,20.200000,2194
2020/04/01 07:00:00+00,20.500000,11.100000,22,10.600000,20.600000,15.400000,22.900000,17,20.700000,23.900000,20,,20.800000,2195
2020/04/01 08:00:00+00,17,12.300000,15.500000,7.600000,20.400000,9.200000,21.200000,18.400000,21.400000,25.900000,20.400000,,21.400000,2196
2020/04/01 09:00:00+00,,13.500000,16.800000,5.600000,17.400000,16.600000,21.900000,16.900000,18.400000,22.600000,19.300000,,15.200000,2197
2020/04/01 10:00:00+00,,11,12.100000,4.300000,14.600000,,14.400000,12.100000,14.500000,17.400000,17.400000,,11.500000,2198
2020/04/01 11:00:00+00,,11.700000,12.300000,4.100000,12.500000,,9.200000,9.100000,13.100000,10.600000,13.200000,9.800000,8.800000,2199
2020/04/01 12:00:00+00,,12.400000,8.900000,4.600000,9.200000,,11.800000,9.100000,10.500000,13.500000,12.100000,11.500000,7,2200
2020/04/01 13:00:00+00,,9.200000,6.900000,5.600000,9.400000,16.500000,8.900000,7.600000,9.500000,11.600000,12.100000,10.600000,12.300000,2201
2020/04/01 14:00:00+00,11.200000,8.500000,13.100000,7.300000,9.500000,6,10.600000,8.200000,12,13.600000,13.500000,9.800000,8.900000,2202
2020/04/01 15:00:00+00,11.700000,10.400000,12.400000,6.800000,14,7.600000,12.800000,8.100000,13.800000,14.400000,14.700000,7.800000,10,2203
2020/04/01 16:00:00+00,13.100000,9.100000,11.800000,7.800000,14.200000,9.100000,18.300000,12.700000,12.800000,12.600000,17.300000,11,8.200000,2204
2020/04/01 17:00:00+00,16.500000,11,18.100000,8.100000,14.800000,11.500000,18.600000,16.500000,11.300000,16,19.400000,11.100000,11.400000,2205
2020/04/01 18:00:00+00,16.200000,12.400000,15.900000,8.300000,19.200000,12.400000,14.600000,15.500000,13.500000,17.300000,18.600000,16.200000,17.900000,2206
2020/04/01 19:00:00+00,17.400000,15.900000,17.300000,10.900000,19.400000,13.900000,25.400000,20,23.800000,17.300000,23.200000,13.700000,19.500000,2207
2020/04/01 20:00:00+00,21.400000,22.100000,18.900000,9.600000,19.800000,14.900000,24.700000,25.400000,20.800000,24.200000,25,18.500000,23.700000,2208
2020/04/01 21:00:00+00,22.700000,19.900000,21.700000,13.500000,21.900000,17.400000,19.500000,17.800000,23.200000,26,24.300000,21.200000,24.300000,2209
2020/04/01 22:00:00+00,23.800000,21.200000,14.200000,13.200000,18.500000,21.100000,25.200000,17.100000,24.700000,26.600000,22.300000,22.400000,20.900000,2210
2020/04/01 23:00:00+00,21,24,18.800000,11.700000,17.300000,23.200000,18.800000,21.300000,20.400000,20.800000,19.800000,20.400000,19.700000,2211
2020/04/02 00:00:00+00,18.600000,23.700000,14.500000,13.100000,16.800000,24.300000,17.400000,18.700000,15,19.300000,17,20.600000,18.800000,2212
2020/04/02 01:00:00+00,16.300000,21.700000,13.300000,14.700000,14.400000,17.200000,14.800000,19.900000,12.200000,18.200000,15.600000,17.500000,15.700000,2213
2020/04/02 02:00:00+00,16.100000,14.400000,16.600000,15.300000,12.200000,19.700000,13.600000,16.400000,16.800000,16.400000,15.600000,14.800000,14.400000,2214
2020/04/02 03:00:00+00,15.500000,13.600000,10.500000,13,15.500000,15.600000,11.900000,15.700000,13.900000,17.800000,16.300000,16.100000,17,2215
2020/04/02 04:00:00+00,15.200000,13.900000,16.200000,16.200000,15,16.900000,16.500000,20.400000,14.900000,28.900000,16.900000,12,9.900000,2216
2020/04/02 05:00:00+00,17.500000,23.100000,15.600000,17.400000,11.200000,18.900000,20.100000,17.400000,19.600000,20.200000,16.400000,14,17.700000,2217
2020/04/02 06:00:00+00,18.200000,16.300000,14.800000,17.800000,17.800000,18,21,22,16.600000,17.400000,17.300000,11.400000,13.200000,2218
2020/04/02 07:00:00+00,18.100000,24.500000,11.300000,16.600000,14.600000,22.500000,17.300000,19.200000,17.700000,20.200000,17.500000,11.800000,16.200000,2219
2020/04/02 08:00:00+00,16.800000,24.900000,11.500000,21,14.200000,23.600000,16.100000,15.700000,18.700000,21.800000,17.200000,14.100000,16.900000,2220
2020/04/02 09:00:00+00,15.700000,20.600000,7.900000,19,9,20,9.200000,7.600000,11.900000,19.500000,12.100000,7.900000,13.300000,2221
2020/04/02 10:00:00+00,10.900000,16.200000,6.500000,16.300000,8.200000,7.900000,9.700000,11.500000,9.700000,14,9.600000,7.800000,9,2222
2020/04/02 11:00:00+00,10.500000,12,8.900000,7.400000,7.900000,8.200000,11.300000,,11.500000,13,12.800000,8.400000,7.900000,2223
2020/04/02 12:00:00+00,12.300000,11.100000,10.900000,6.100000,8.900000,13.800000,11.900000,11.500000,13.200000,12.300000,12.600000,8,9.500000,2224
2020/04/02 13:00:00+00,11.200000,9.100000,10.700000,7.800000,10.700000,10.900000,12.700000,9.500000,13.800000,10,12.800000,9.600000,9.600000,2225
2020/04/02 14:00:00+00,12.500000,15.800000,9.600000,7.100000,14.100000,8.400000,10.300000,11.100000,10.500000,15.300000,15,6.500000,10.500000,2226
2020/04/02 15:00:00+00,14.500000,16.600000,7.700000,10.700000,14.300000,9.300000,15.300000,12.300000,13.200000,12,16.400000,9,10.100000,2227
2020/04/02 16:00:00+00,14.300000,14.600000,8.500000,11.300000,11.300000,15.200000,14.300000,13.600000,15.400000,13.800000,16.900000,11.800000,10.900000,2228
2020/04/02 17:00:00+00,15.100000,11.300000,8.600000,7.700000,9.100000,11.700000,14.300000,13.900000,11.700000,19.900000,15.600000,16.100000,14.700000,2229
2020/04/02 18:00:00+00,13.800000,14.100000,5.800000,10.100000,8,15.200000,12.700000,13.500000,15.100000,14.600000,10.200000,10.900000,12,2230
2020/04/02 19:00:00+00,9.800000,12.900000,6,8.900000,9.300000,12.800000,7.900000,9.600000,10.700000,8.900000,8.600000,9.700000,9.700000,2231
2020/04/02 20:00:00+00,7.700000,19.200000,8,10.800000,7.600000,15.200000,7.800000,9.200000,10.900000,7.700000,9.600000,8.400000,11.600000,2232
2020/04/02 21:00:00+00,7.600000,25.800000,7.100000,16.700000,10.800000,16.300000,7.900000,7.900000,9.200000,16.200000,9.600000,6.400000,8.100000,2233
2020/04/02 22:00:00+00,8.900000,23.200000,10.400000,14.700000,11.400000,10.100000,10,8.800000,15.400000,10.600000,14.400000,13.300000,9.400000,2234
2020/04/02 23:00:00+00,10.900000,21.800000,10.800000,18.200000,19.400000,8.400000,11.300000,9,13.300000,12.400000,14,8.100000,13.500000,2235
2020/04/03 00:00:00+00,11,18.200000,9.900000,9.500000,15.200000,6.400000,9.400000,8.900000,8.100000,10.700000,11.800000,10.500000,11.600000,2236
2020/04/03 01:00:00+00,10.700000,18.100000,13,8.200000,11.400000,9.700000,9.300000,11.300000,8.200000,12.800000,11.100000,13,10.100000,2237
2020/04/03 02:00:00+00,11,16.500000,11,13,10.900000,9.800000,10.800000,9.800000,13.800000,11,11.100000,9.100000,9.700000,2238
2020/04/03 03:00:00+00,10.400000,15,8.900000,7.800000,10.400000,10.200000,11.400000,11.300000,11.600000,10.400000,11.300000,6.100000,10.800000,2239
2020/04/03 04:00:00+00,10.500000,14.200000,9,7.100000,11.600000,8.400000,10.500000,9.400000,12.300000,14.100000,11.700000,8.900000,9.700000,2240
2020/04/03 05:00:00+00,11,15.300000,10,6.800000,15,9.300000,11.300000,12.300000,20.800000,16.300000,12.700000,7.900000,10.200000,2241
2020/04/03 06:00:00+00,11.800000,14.700000,10.600000,10.100000,12,13.700000,12,14,22,16.800000,14.200000,7.200000,9.400000,2242
2020/04/03 07:00:00+00,12.400000,17.700000,9.300000,9.900000,12.700000,8.800000,12.900000,16.300000,22.200000,11.800000,15.900000,10.500000,14.600000,2243
2020/04/03 08:00:00+00,13,16.400000,11.700000,10.300000,12.800000,8.800000,16.400000,15.600000,21.700000,15.100000,17.700000,12,16.400000,2244
2020/04/03 09:00:00+00,14.100000,17.500000,12.900000,8.200000,16.900000,10.600000,15,16.800000,13.800000,13.800000,19.500000,8.400000,14.200000,2245
2020/04/03 10:00:00+00,16.700000,17.900000,11.300000,7,17.600000,12.400000,17.800000,14.300000,18,13.600000,17.800000,7.500000,17.400000,2246
2020/04/03 11:00:00+00,17.600000,20,11.900000,5.100000,12.700000,11,11.400000,14.400000,16.500000,16.400000,16.300000,5.900000,10.900000,2247
2020/04/03 12:00:00+00,14.600000,11.200000,9.600000,9.800000,9.200000,7.700000,7.800000,12.300000,12.300000,10.500000,13.600000,7.200000,9.200000,2248
2020/04/03 13:00:00+00,9.800000,9.300000,7.500000,7.500000,11.700000,4.600000,10,8.100000,11.500000,15.800000,9.700000,5.300000,8.100000,2249
2020/04/03 14:00:00+00,8.800000,10,5.700000,5.800000,9.900000,4.300000,9,9.100000,12,8,8.800000,5.700000,8,2250
2020/04/03 15:00:00+00,8.400000,10.800000,6.100000,4,7.400000,4.500000,6.800000,7.800000,6.300000,9.300000,7.300000,3.400000,7.500000,2251
2020/04/03 16:00:00+00,7,10.500000,6.100000,1.700000,6.800000,4.900000,6.500000,7.400000,8.400000,8.800000,7.600000,2.500000,8.700000,2252
2020/04/03 17:00:00+00,8.700000,15.200000,7.200000,4.100000,8.600000,4.700000,6.700000,7.100000,7.200000,16.200000,8.500000,6.500000,7.200000,2253
2020/04/03 18:00:00+00,9.800000,12.600000,11.500000,6,10.600000,9.900000,6.900000,7.800000,8.100000,13.300000,10.300000,5.400000,7.100000,2254
2020/04/03 19:00:00+00,11.500000,17.400000,9.400000,8.300000,9.600000,8.200000,8.600000,7.600000,8.700000,16.900000,12,9,11.100000,2255
2020/04/03 20:00:00+00,13.600000,22,17.300000,9.500000,11.200000,7.700000,14,14.200000,9.800000,13,13.800000,11.700000,11.500000,2256
2020/04/03 21:00:00+00,11.900000,13.700000,8.400000,6.700000,12.500000,6.600000,14.900000,12.900000,17.300000,16.500000,17.800000,11.800000,18.200000,2257
2020/04/03 22:00:00+00,13.200000,24.600000,10.200000,13,26.200000,8.900000,21.800000,23.300000,12.100000,22.400000,22.300000,11.600000,25.500000,2258
2020/04/03 23:00:00+00,16.200000,25.300000,11.200000,8.400000,16.800000,13.400000,19.200000,18.300000,19.900000,30.400000,15.600000,18.500000,20.600000,2259
2020/04/04 00:00:00+00,16.100000,24.200000,8.500000,6.800000,15.700000,10.100000,14.900000,9.800000,12.300000,22.400000,14.600000,19,17,2260
2020/04/04 01:00:00+00,14.700000,18,10.400000,6.500000,12.500000,9.900000,13.300000,12.900000,11.900000,23.100000,13.500000,17.600000,17.400000,2261
2020/04/04 02:00:00+00,15.100000,13.600000,8.500000,8.300000,12.900000,14.500000,11.300000,11.700000,14,22.700000,13.500000,13,10.600000,2262
2020/04/04 03:00:00+00,14.900000,20,7.200000,6.600000,10.400000,10.600000,15.900000,11.200000,10.500000,21.900000,19.400000,14.900000,17.400000,2263
2020/04/04 04:00:00+00,13.800000,15.200000,7.400000,6.700000,12.200000,7.600000,18.600000,12.700000,14,23.300000,23.300000,16.900000,15,2264
2020/04/04 05:00:00+00,11.700000,18.400000,7.700000,7.300000,8.800000,12.700000,12.300000,12.900000,17.900000,22.100000,17.100000,17.400000,15.200000,2265
2020/04/04 06:00:00+00,11,18.600000,11.900000,6.300000,10.500000,15.300000,13.900000,14.800000,17,24.300000,13.100000,12,14.100000,2266
2020/04/04 07:00:00+00,15,17.600000,9.500000,11.100000,11.600000,17.300000,21.200000,14.300000,12.600000,26.200000,14.300000,10.300000,14.800000,2267
2020/04/04 08:00:00+00,19.700000,18.400000,19.800000,8.200000,20,17.200000,26,21.400000,21.200000,19.600000,17.200000,10.500000,19.700000,2268
2020/04/04 09:00:00+00,22.900000,14.400000,17.700000,11.600000,30.200000,12.500000,21.700000,19.100000,23.700000,19.700000,20.600000,5.800000,18.200000,2269
2020/04/04 10:00:00+00,20.300000,9.200000,,8.900000,20.500000,15.500000,14.600000,11.700000,12.400000,14,19.800000,9.800000,13.800000,2270
2020/04/04 11:00:00+00,15.900000,8.800000,11.100000,6.100000,15.600000,6.700000,11.700000,11.300000,7.200000,13.200000,13.100000,6.300000,9.900000,2271
2020/04/04 12:00:00+00,11.400000,11.300000,6.500000,4.300000,9.200000,7.900000,6.600000,7.700000,3.300000,9.900000,9.300000,3.600000,5.900000,2272
2020/04/04 13:00:00+00,6.800000,8,7.300000,2.900000,6.500000,6.200000,4.100000,4.300000,4.400000,8,7.600000,2.200000,2.600000,2273
2020/04/04 14:00:00+00,5.500000,8.800000,9.600000,3,7.600000,3.700000,4.900000,7.200000,4.300000,8.400000,6.100000,1.300000,7.600000,2274
2020/04/04 15:00:00+00,6.900000,8,7.900000,1.800000,7.700000,6.600000,6.900000,7.200000,3.100000,9.900000,6.700000,5.800000,6.800000,2275
2020/04/04 16:00:00+00,6.300000,7.600000,6.900000,0.200000,7.300000,7.800000,7.900000,9.800000,6.700000,6.700000,6.300000,3.700000,5.800000,2276
2020/04/04 17:00:00+00,7,,7.700000,2.600000,6,6.800000,5.400000,9,6.700000,8.900000,6.200000,4.500000,8,2277
2020/04/04 18:00:00+00,8.400000,,8.800000,5.200000,,4.900000,7,8.400000,6.400000,9.800000,7.100000,6.600000,7.800000,2278
2020/04/04 19:00:00+00,6,7.700000,,5.600000,,4.700000,9.700000,,7,7,9.700000,5.600000,5.900000,2279
2020/04/04 20:00:00+00,7.400000,12.500000,7.500000,5.800000,4.200000,8.100000,10.900000,10.800000,9.400000,9.600000,7.700000,5.400000,6.800000,2280
2020/04/04 21:00:00+00,9.200000,11.400000,7.800000,5.500000,7,9.700000,13.200000,9.100000,12.700000,8.600000,11.800000,3.100000,7.900000,2281
2020/04/04 22:00:00+00,11.800000,13,4.700000,5.500000,7.400000,5.900000,10.900000,11.100000,10.500000,10.400000,11.800000,5,10.600000,2282
2020/04/04 23:00:00+00,9.300000,10.900000,5.500000,3.600000,5.700000,7.600000,8,10.600000,13.300000,12.700000,11.500000,8.200000,10.800000,2283
2020/04/05 00:00:00+00,8.700000,11.800000,5.600000,9.500000,6.400000,8.300000,10.300000,11,14.100000,12.100000,11,11.700000,10.900000,2284
2020/04/05 01:00:00+00,8.400000,8.100000,6.100000,7.600000,8.800000,8.300000,10.600000,9.700000,7.500000,11.200000,10.400000,8.900000,9.900000,2285
2020/04/05 02:00:00+00,9.200000,8.700000,6.800000,4,11.800000,8.900000,10.600000,8.700000,7.100000,12,10.300000,11.700000,9.100000,2286
2020/04/05 03:00:00+00,9.800000,8,8.700000,6.900000,10.300000,8.500000,9.700000,6.900000,12.700000,12.500000,10.600000,8.500000,10.600000,2287
2020/04/05 04:00:00+00,11.100000,12.900000,9.900000,4.300000,9.600000,8.500000,13.600000,13.100000,12.500000,14.700000,11.500000,10.400000,10.700000,2288
2020/04/05 05:00:00+00,10.800000,15.500000,8.300000,5.800000,11.400000,9.200000,16.500000,12.500000,9.700000,13.200000,11.400000,8.900000,9.100000,2289
2020/04/05 06:00:00+00,11.700000,15.400000,9.500000,6.900000,15.900000,7.500000,12.600000,17,14.400000,13,12.300000,8.400000,14.600000,2290
2020/04/05 07:00:00+00,12.100000,12.400000,9.700000,8,14.400000,10.100000,18.400000,11.600000,12.100000,13.700000,13.700000,11,12.500000,2291
2020/04/05 08:00:00+00,15,10.400000,11.500000,7.100000,14.400000,12.700000,11.800000,13.900000,16.300000,14,15.100000,13.100000,16.200000,2292
2020/04/05 09:00:00+00,16.500000,10.900000,13.500000,9.100000,11.700000,11.500000,13.800000,13.800000,16,9.800000,15.400000,7.500000,13.700000,2293
2020/04/05 10:00:00+00,15.100000,8.200000,10.700000,8.800000,10.300000,10.500000,13,15.600000,13.900000,8.900000,14.600000,5.800000,10.500000,2294
2020/04/05 11:00:00+00,14.400000,9.300000,8.900000,6.200000,12.500000,7.700000,11.500000,9.500000,11.700000,11,13.200000,10.400000,13.500000,2295
2020/04/05 12:00:00+00,13.400000,9,8.100000,4.700000,11.800000,7.200000,13.200000,13.700000,13.200000,12.400000,12,6.500000,9.200000,2296
2020/04/05 13:00:00+00,10.300000,7.600000,9.900000,3.700000,10.300000,5.800000,10.700000,9.700000,11.200000,8.900000,10.800000,5.500000,7.200000,2297
2020/04/05 14:00:00+00,9,6.600000,10.200000,3.400000,11,7.200000,7.700000,8.900000,8.300000,4.800000,8.600000,4.200000,5,2298
2020/04/05 15:00:00+00,6,7.500000,6.900000,1.700000,9.600000,4.200000,7.900000,6.300000,4.100000,6.900000,7.700000,4.700000,3.200000,2299
2020/04/05 16:00:00+00,5.900000,6.200000,6.900000,1.500000,6.500000,1.400000,12.800000,6.200000,3.700000,7,6.500000,4.600000,4.600000,2300
2020/04/05 17:00:00+00,6.100000,4.600000,7.600000,1.200000,8,4.700000,8.200000,5.900000,4.100000,7.100000,6.200000,2.900000,6.500000,2301
2020/04/05 18:00:00+00,6.900000,3,5.900000,0.300000,9.400000,7.100000,10.100000,5.500000,4.700000,4.800000,7.200000,1.500000,4.300000,2302
2020/04/05 19:00:00+00,7.600000,4.700000,4.600000,1.300000,9.200000,4,8,9.700000,7.100000,3.500000,8.200000,5,4,2303
2020/04/05 20:00:00+00,8,9.200000,4.300000,1.800000,9.400000,4.300000,14.300000,10.400000,10.100000,9.700000,6.100000,5.200000,10,2304
2020/04/05 21:00:00+00,9.600000,9.800000,7.100000,3.400000,14.400000,7.900000,17.400000,9.500000,11.600000,9.700000,7,3.900000,10.800000,2305
2020/04/05 22:00:00+00,10.100000,10.600000,8,7.400000,11.700000,8.700000,12.100000,12.600000,8.400000,12,8,8.100000,9.800000,2306
2020/04/05 23:00:00+00,10.100000,9.600000,9.500000,5.300000,11.100000,9.600000,15.300000,8.800000,8.100000,13.200000,9.400000,6.600000,10.100000,2307
2020/04/06 00:00:00+00,11.400000,15.400000,8.800000,6.500000,13.400000,8.500000,9.200000,11.500000,9.900000,9.800000,8.900000,5.400000,9.100000,2308
2020/04/06 01:00:00+00,9.800000,9.900000,8.300000,7.800000,10.200000,6.300000,10.600000,9.800000,6.500000,6.200000,8.700000,7.400000,8.800000,2309
2020/04/06 02:00:00+00,10.600000,9.100000,7.800000,8.800000,9.500000,6.300000,11.100000,7.800000,14.500000,6.100000,7.900000,8.500000,7.300000,2310
2020/04/06 03:00:00+00,10,8.800000,11.500000,5.500000,11.200000,9.200000,9.200000,6.700000,8.900000,7.400000,7.300000,7.200000,9.200000,2311
2020/04/06 04:00:00+00,9.600000,7.700000,10.600000,6.400000,10.100000,9.900000,10.200000,8.800000,8.500000,7.900000,7.700000,6.300000,7,2312
2020/04/06 05:00:00+00,9.100000,11.700000,10.100000,5.800000,11.500000,9.500000,14.600000,8.500000,10.500000,10.300000,8.300000,7.300000,7,2313
2020/04/06 06:00:00+00,10.700000,10.200000,9.800000,9.900000,8.300000,11.700000,15.600000,12.600000,16.700000,8.100000,9.100000,8.400000,10.700000,2314
2020/04/06 07:00:00+00,12.400000,18.400000,5.600000,9.300000,8.700000,10,15.200000,11.700000,14.800000,9.900000,10.500000,12.200000,8.900000,2315
2020/04/06 08:00:00+00,13.500000,13.300000,12.700000,11.600000,11.800000,8.700000,13.600000,10.300000,15.100000,15.700000,11.700000,8.800000,10.500000,2316
2020/04/06 09:00:00+00,10.500000,12.700000,11.700000,8.700000,10.600000,11.100000,10.600000,10.500000,9.800000,10,11.800000,9.500000,11.700000,2317
2020/04/06 10:00:00+00,10.300000,13.700000,8.200000,8.800000,10.500000,9.200000,10,11.100000,15.100000,16.300000,10.500000,7.400000,11.200000,2318
2020/04/06 11:00:00+00,9.900000,12.700000,11.200000,6.900000,9.900000,16.100000,9,10.900000,10,9.100000,9.400000,9.500000,8.200000,2319
2020/04/06 12:00:00+00,9.800000,13,8.100000,8.900000,7.600000,6.500000,14.400000,11,19.100000,9.700000,8.800000,8.700000,7.100000,2320
2020/04/06 13:00:00+00,8.900000,10.300000,8.300000,10.200000,9.700000,13.100000,12.900000,12.500000,9.200000,,8.200000,8.700000,11.600000,2321
2020/04/06 14:00:00+00,8.700000,9.900000,8.600000,8.700000,10.400000,12.500000,10.800000,13.900000,5.700000,,7.900000,7.700000,13.900000,2322
2020/04/06 15:00:00+00,8.100000,8.600000,5.600000,8.100000,13.400000,10.900000,14.500000,11.800000,11.800000,,7.400000,10.500000,10.300000,2323
2020/04/06 16:00:00+00,9.100000,16.500000,5.600000,6.700000,13.300000,15.900000,14.300000,12.500000,14,11,7.800000,8.500000,9.700000,2324
2020/04/06 17:00:00+00,9.100000,11.800000,10.900000,7.600000,11.600000,14.300000,11.900000,13.400000,13,6.800000,8.800000,11.600000,12.900000,2325
2020/04/06 18:00:00+00,9.700000,16.600000,9.100000,6.100000,13.800000,10.900000,17.300000,12.100000,13,7.800000,9.900000,8.200000,14.800000,2326
2020/04/06 19:00:00+00,14.200000,17.700000,10.500000,6.800000,23.300000,10,17.900000,12.600000,18.600000,17.100000,10.500000,8.400000,17.500000,2327
2020/04/06 20:00:00+00,16.600000,15.700000,20.600000,11.800000,15.800000,17,18.700000,16.400000,14.300000,13.800000,11.400000,11.200000,17,2328
